locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCDEOBMB_00058	CDS	690				short-chain dehydrogenase
GCDEOBMB_00059	CDS	2976				nonribosomal peptide synthetase
GCDEOBMB_00060	CDS	207				transcriptional regulator
GCDEOBMB_00061	CDS	375				hypothetical protein
GCDEOBMB_00062	CDS	837				hypothetical protein
GCDEOBMB_00063	CDS	669				transcriptional regulator
GCDEOBMB_00064	CDS	1488				aldehyde dehydrogenase
GCDEOBMB_00065	CDS	1092				hypothetical protein
GCDEOBMB_00066	CDS	528				amino acid permease
GCDEOBMB_00067	CDS	579				hypothetical protein
GCDEOBMB_00068	CDS	951				FeaR family transcriptional regulator
GCDEOBMB_00069	CDS	885	rmlD_1			dTDP-4-dehydrorhamnose reductase
GCDEOBMB_00070	CDS	930				epimerase
GCDEOBMB_00071	CDS	357				hypothetical protein
GCDEOBMB_00072	CDS	699	oprG			outer membrane protein OprG
GCDEOBMB_00073	CDS	519				hypothetical protein
GCDEOBMB_00074	CDS	1266				hypothetical protein
GCDEOBMB_00075	CDS	705				ABC transporter ATP-binding protein
GCDEOBMB_00076	CDS	591				hypothetical protein
GCDEOBMB_00077	CDS	357				hypothetical protein
GCDEOBMB_00078	CDS	870				thioredoxin
GCDEOBMB_00079	CDS	663	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
GCDEOBMB_00080	CDS	441				hypothetical protein
GCDEOBMB_00081	CDS	510	nrdR			transcriptional regulator NrdR
GCDEOBMB_00082	CDS	1122	ribD			riboflavin-specific deaminase/reductase
GCDEOBMB_00083	CDS	660	ribC	2.5.1.9		riboflavin synthase subunit alpha
GCDEOBMB_00084	CDS	1098	ribB	4.1.99.12		3,4-dihydroxy-2-butanone-4-phosphate synthase
GCDEOBMB_00085	CDS	477	ribE			6,7-dimethyl-8-ribityllumazine synthase
GCDEOBMB_00086	CDS	480	nusB			transcription antitermination protein NusB
GCDEOBMB_00087	CDS	969	thiL	2.7.4.16		thiamine monophosphate kinase
GCDEOBMB_00088	CDS	516	pgpA			phosphatidylglycerophosphatase A
GCDEOBMB_00089	CDS	747				hypothetical protein
GCDEOBMB_00090	CDS	645				hypothetical protein
GCDEOBMB_00091	CDS	618	ribA	3.5.4.25		GTP cyclohydrolase II
GCDEOBMB_00092	CDS	420				hypothetical protein
GCDEOBMB_00093	CDS	798	phuT_1			heme-transporter PhuT
GCDEOBMB_00094	CDS	1884	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
GCDEOBMB_00095	CDS	888	ispA			geranyltranstransferase
GCDEOBMB_00096	CDS	345	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
GCDEOBMB_00097	CDS	1170	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
GCDEOBMB_00098	CDS	1008				hypothetical protein
GCDEOBMB_00099	CDS	1803				hypothetical protein
GCDEOBMB_00100	CDS	735				ABC transporter permease
GCDEOBMB_00101	CDS	927				ABC transporter ATP-binding protein
GCDEOBMB_00102	CDS	2301				two-component sensor
GCDEOBMB_00103	CDS	1002				hypothetical protein
GCDEOBMB_00104	CDS	690	aqpZ			aquaporin Z
GCDEOBMB_00105	CDS	270				hypothetical protein
GCDEOBMB_00106	CDS	717				two-component response regulator
GCDEOBMB_00107	CDS	528	ppa	3.6.1.1		inorganic pyrophosphatase
GCDEOBMB_00108	CDS	831	mtfA		COG3228	Protein MtfA
GCDEOBMB_00109	CDS	666	dedA		COG0586	Protein DedA
GCDEOBMB_00110	CDS	1590				hypothetical protein
GCDEOBMB_00111	CDS	900				hypothetical protein
GCDEOBMB_00112	CDS	462				acetyltransferase
GCDEOBMB_00113	CDS	822		4.3.1.7		ethanolamine ammonia-lyase small subunit
GCDEOBMB_00114	CDS	1395	eutB			ethanolamine ammonia-lyase large subunit
GCDEOBMB_00115	CDS	1449				transporter
GCDEOBMB_00116	CDS	189	exaC_1			NAD+ dependent aldehyde dehydrogenase ExaC
GCDEOBMB_00117	CDS	891				hypothetical protein
GCDEOBMB_00118	CDS	483	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
GCDEOBMB_00119	CDS	663				glutathione S-transferase
GCDEOBMB_00120	CDS	774				hypothetical protein
GCDEOBMB_00121	tRNA	76				tRNA-Glu(ttc)
GCDEOBMB_00122	tRNA	76				tRNA-Gly(gcc)
GCDEOBMB_00123	tRNA	76				tRNA-Gly(gcc)
GCDEOBMB_00124	CDS	1905				hypothetical protein
GCDEOBMB_00125	CDS	1098			COG3039	IS5 family transposase ISXoo14
GCDEOBMB_00126	CDS	3120	czcA_1			resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA
GCDEOBMB_00127	CDS	1518				hypothetical protein
GCDEOBMB_00128	CDS	1308				hypothetical protein
GCDEOBMB_00129	CDS	369				hypothetical protein
GCDEOBMB_00130	CDS	243				hypothetical protein
GCDEOBMB_00131	CDS	891	catR_1			transcriptional regulator CatR
GCDEOBMB_00132	CDS	285				hypothetical protein
GCDEOBMB_00133	CDS	927	copD			Copper resistance protein D
GCDEOBMB_00134	CDS	387	copC			Copper resistance protein C
GCDEOBMB_00135	CDS	2076				metal transporting P-type ATPase
GCDEOBMB_00136	CDS	273				hypothetical protein
GCDEOBMB_00137	CDS	486				hypothetical protein
GCDEOBMB_00138	CDS	981				hypothetical protein
GCDEOBMB_00139	CDS	1920	pcoA_1			copper resistance protein A
GCDEOBMB_00140	CDS	693	copR_1			two-component response regulator CopR
GCDEOBMB_00141	CDS	1155	copS_1			two-component sensor CopS
GCDEOBMB_00142	CDS	327				hypothetical protein
GCDEOBMB_00143	CDS	300				hypothetical protein
GCDEOBMB_00144	CDS	1668				hypothetical protein
GCDEOBMB_00145	CDS	1134	ackA_1	2.7.2.1		acetate kinase
GCDEOBMB_00146	CDS	453	zntR		COG0789	HTH-type transcriptional regulator ZntR
GCDEOBMB_00147	CDS	1317		2.1.1.-	COG2230	putative fatty acid methyltransferase
GCDEOBMB_00148	CDS	2430	xfp	4.1.2.22		Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
GCDEOBMB_00149	CDS	603				hypothetical protein
GCDEOBMB_00150	CDS	831				short-chain dehydrogenase
GCDEOBMB_00151	CDS	1263				hypothetical protein
GCDEOBMB_00152	CDS	1056				hypothetical protein
GCDEOBMB_00153	CDS	1623	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
GCDEOBMB_00154	CDS	1032	ldhA_1			D-lactate dehydrogenase
GCDEOBMB_00155	CDS	255				hypothetical protein
GCDEOBMB_00156	CDS	645				hypothetical protein
GCDEOBMB_00157	CDS	900	prs_1	2.7.6.1		ribose-phosphate pyrophosphokinase
GCDEOBMB_00158	CDS	1554		2.4.2.4		Putative thymidine phosphorylase
GCDEOBMB_00159	CDS	1362		3.1.-.-	COG1236	Ribonuclease
GCDEOBMB_00160	CDS	498				hypothetical protein
GCDEOBMB_00161	CDS	906				hypothetical protein
GCDEOBMB_00162	CDS	612	lemA_1		COG1704	Protein LemA
GCDEOBMB_00163	CDS	1326				hypothetical protein
GCDEOBMB_00164	CDS	2466	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GCDEOBMB_00165	CDS	864		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
GCDEOBMB_00166	CDS	159				hypothetical protein
GCDEOBMB_00167	CDS	651				hypothetical protein
GCDEOBMB_00168	CDS	240				hypothetical protein
GCDEOBMB_00169	CDS	402				hypothetical protein
GCDEOBMB_00170	CDS	423				transcriptional regulator
GCDEOBMB_00171	CDS	426	soxR_1			redox-sensitive transcriptional activator SoxR
GCDEOBMB_00172	CDS	465				hypothetical protein
GCDEOBMB_00173	CDS	1296				ISL3 family transposase ISIde1
GCDEOBMB_00174	CDS	1815				hypothetical protein
GCDEOBMB_00175	CDS	627				hypothetical protein
GCDEOBMB_00176	CDS	633				hypothetical protein
GCDEOBMB_00177	CDS	366				hypothetical protein
GCDEOBMB_00178	CDS	1521				hypothetical protein
GCDEOBMB_00179	CDS	360				hypothetical protein
GCDEOBMB_00180	CDS	1395				hypothetical protein
GCDEOBMB_00181	CDS	951				hypothetical protein
GCDEOBMB_00182	CDS	399				hypothetical protein
GCDEOBMB_00183	CDS	495				hypothetical protein
GCDEOBMB_00184	CDS	768				hypothetical protein
GCDEOBMB_00185	CDS	2892				hypothetical protein
GCDEOBMB_00186	CDS	456				hypothetical protein
GCDEOBMB_00187	CDS	1419				hypothetical protein
GCDEOBMB_00188	CDS	912				hypothetical protein
GCDEOBMB_00189	CDS	693				hypothetical protein
GCDEOBMB_00190	CDS	399				hypothetical protein
GCDEOBMB_00191	CDS	360				hypothetical protein
GCDEOBMB_00192	CDS	234				hypothetical protein
GCDEOBMB_00193	CDS	384				hypothetical protein
GCDEOBMB_00194	CDS	471				hypothetical protein
GCDEOBMB_00195	CDS	576				hypothetical protein
GCDEOBMB_00196	CDS	915	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
GCDEOBMB_00197	CDS	471				hypothetical protein
GCDEOBMB_00198	CDS	501				hypothetical protein
GCDEOBMB_00199	CDS	903				hypothetical protein
GCDEOBMB_00200	CDS	726				hypothetical protein
GCDEOBMB_00201	CDS	2625				hypothetical protein
GCDEOBMB_00202	CDS	750				hypothetical protein
GCDEOBMB_00203	CDS	2193				hypothetical protein
GCDEOBMB_00204	CDS	549				hypothetical protein
GCDEOBMB_00205	CDS	603				hypothetical protein
GCDEOBMB_00206	CDS	726				hypothetical protein
GCDEOBMB_00207	CDS	645				hypothetical protein
GCDEOBMB_00208	CDS	579				hypothetical protein
GCDEOBMB_00209	CDS	321				hypothetical protein
GCDEOBMB_00210	CDS	531	arsC_1			low molecular weight phosphatase
GCDEOBMB_00211	CDS	1077	acr3		COG0798	Arsenical-resistance protein Acr3
GCDEOBMB_00212	CDS	423				arsenate reductase
GCDEOBMB_00213	CDS	738	arsH_1	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
GCDEOBMB_00214	CDS	2280				hypothetical protein
GCDEOBMB_00215	CDS	228				hypothetical protein
GCDEOBMB_00216	CDS	321				hypothetical protein
GCDEOBMB_00217	CDS	1110				hypothetical protein
GCDEOBMB_00218	CDS	651				hypothetical protein
GCDEOBMB_00219	CDS	342				hypothetical protein
GCDEOBMB_00220	CDS	327				hypothetical protein
GCDEOBMB_00221	CDS	690				hypothetical protein
GCDEOBMB_00222	CDS	930				hypothetical protein
GCDEOBMB_00223	CDS	354				hypothetical protein
GCDEOBMB_00224	CDS	813				hypothetical protein
GCDEOBMB_00225	CDS	279				hypothetical protein
GCDEOBMB_00226	CDS	738				hypothetical protein
GCDEOBMB_00227	CDS	393				hypothetical protein
GCDEOBMB_00228	CDS	213				hypothetical protein
GCDEOBMB_00229	CDS	501	lspA_1	3.4.23.36		lipoprotein signal peptidase
GCDEOBMB_00230	CDS	2955	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
GCDEOBMB_00231	CDS	399				transcriptional regulator
GCDEOBMB_00232	CDS	636				hypothetical protein
GCDEOBMB_00233	CDS	2031	topA_1	5.99.1.2		DNA topoisomerase I
GCDEOBMB_00234	CDS	441				Single-stranded DNA-binding protein
GCDEOBMB_00235	CDS	528				hypothetical protein
GCDEOBMB_00236	CDS	792				hypothetical protein
GCDEOBMB_00237	CDS	1239				hypothetical protein
GCDEOBMB_00238	CDS	561				hypothetical protein
GCDEOBMB_00239	CDS	1680				hypothetical protein
GCDEOBMB_00240	CDS	270				hypothetical protein
GCDEOBMB_00241	CDS	876	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GCDEOBMB_00242	CDS	213				hypothetical protein
GCDEOBMB_00243	CDS	747				hypothetical protein
GCDEOBMB_00244	CDS	501				hypothetical protein
GCDEOBMB_00245	CDS	321				hypothetical protein
GCDEOBMB_00246	CDS	321				hypothetical protein
GCDEOBMB_00247	CDS	546				hypothetical protein
GCDEOBMB_00248	CDS	240				hypothetical protein
GCDEOBMB_00249	CDS	195				hypothetical protein
GCDEOBMB_00250	CDS	2142				hypothetical protein
GCDEOBMB_00251	CDS	633				hypothetical protein
GCDEOBMB_00252	CDS	243				hypothetical protein
GCDEOBMB_00253	CDS	594				hypothetical protein
GCDEOBMB_00254	CDS	726				hypothetical protein
GCDEOBMB_00255	CDS	411				hypothetical protein
GCDEOBMB_00256	CDS	381				hypothetical protein
GCDEOBMB_00257	CDS	2448				acyl-CoA dehydrogenase
GCDEOBMB_00258	CDS	672				hypothetical protein
GCDEOBMB_00259	CDS	621				glutathione S-transferase
GCDEOBMB_00260	CDS	933				ABC transporter ATP-binding protein
GCDEOBMB_00261	CDS	780				ABC transporter permease
GCDEOBMB_00262	CDS	1332	copS_2			two-component sensor CopS
GCDEOBMB_00263	CDS	681	copR_2			two-component response regulator CopR
GCDEOBMB_00264	CDS	192	ptrA			repressor PtrA
GCDEOBMB_00265	CDS	546				hypothetical protein
GCDEOBMB_00266	CDS	831				7-cyano-7-deazaguanine reductase
GCDEOBMB_00267	CDS	264				hypothetical protein
GCDEOBMB_00268	CDS	582				hypothetical protein
GCDEOBMB_00269	CDS	744	phnX_1	3.11.1.1		Phosphonoacetaldehyde hydrolase
GCDEOBMB_00270	CDS	720				transcriptional regulator
GCDEOBMB_00271	CDS	405				hypothetical protein
GCDEOBMB_00272	CDS	705	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
GCDEOBMB_00273	CDS	300				hypothetical protein
GCDEOBMB_00274	CDS	1185				two-component response regulator
GCDEOBMB_00275	CDS	483				hypothetical protein
GCDEOBMB_00276	CDS	924	tal	2.2.1.2		transaldolase B
GCDEOBMB_00277	CDS	939				tRNA-dihydrouridine synthase A
GCDEOBMB_00278	CDS	1317				hypothetical protein
GCDEOBMB_00279	CDS	1035				hypothetical protein
GCDEOBMB_00280	CDS	597				hypothetical protein
GCDEOBMB_00281	CDS	291				hypothetical protein
GCDEOBMB_00282	CDS	1932				hypothetical protein
GCDEOBMB_00283	CDS	378				hypothetical protein
GCDEOBMB_00284	CDS	93				hypothetical protein
GCDEOBMB_00285	CDS	1080				hypothetical protein
GCDEOBMB_00286	CDS	1596				chemotaxis transducer
GCDEOBMB_00287	CDS	507	cpg2_1	3.4.17.11		glutamate carboxypeptidase
GCDEOBMB_00288	CDS	780	cpg2_2	3.4.17.11		glutamate carboxypeptidase
GCDEOBMB_00289	CDS	468				hypothetical protein
GCDEOBMB_00290	CDS	219				transcriptional regulator
GCDEOBMB_00291	CDS	558				hypothetical protein
GCDEOBMB_00292	CDS	1800				hypothetical protein
GCDEOBMB_00293	CDS	660				hypothetical protein
GCDEOBMB_00294	CDS	342				hypothetical protein
GCDEOBMB_00295	CDS	345				hypothetical protein
GCDEOBMB_00296	CDS	399				hypothetical protein
GCDEOBMB_00297	CDS	978				hypothetical protein
GCDEOBMB_00298	CDS	957	yfdC		COG2116	Inner membrane protein YfdC
GCDEOBMB_00299	CDS	1284				oxidoreductase
GCDEOBMB_00300	tRNA	77				tRNA-Val(gac)
GCDEOBMB_00301	CDS	438				hypothetical protein
GCDEOBMB_00302	CDS	588				hypothetical protein
GCDEOBMB_00303	CDS	507				hypothetical protein
GCDEOBMB_00304	CDS	171				hypothetical protein
GCDEOBMB_00305	CDS	225				hypothetical protein
GCDEOBMB_00306	CDS	834	hel		COG2503	Lipoprotein E
GCDEOBMB_00307	CDS	267				hypothetical protein
GCDEOBMB_00308	CDS	780				isomerase
GCDEOBMB_00309	CDS	411				hypothetical protein
GCDEOBMB_00310	CDS	483				hypothetical protein
GCDEOBMB_00311	CDS	969				enoyl-CoA hydratase
GCDEOBMB_00312	CDS	582				transcriptional regulator
GCDEOBMB_00313	CDS	96				hypothetical protein
GCDEOBMB_00314	CDS	882				hypothetical protein
GCDEOBMB_00315	CDS	696				hypothetical protein
GCDEOBMB_00316	CDS	210				hypothetical protein
GCDEOBMB_00317	CDS	189				hypothetical protein
GCDEOBMB_00318	CDS	210				hypothetical protein
GCDEOBMB_00319	CDS	345				hypothetical protein
GCDEOBMB_00320	CDS	372				hypothetical protein
GCDEOBMB_00321	CDS	1281	oprD_1			porin D
GCDEOBMB_00322	CDS	315				hypothetical protein
GCDEOBMB_00323	CDS	888				transcriptional regulator
GCDEOBMB_00324	CDS	444				hypothetical protein
GCDEOBMB_00325	CDS	387				hypothetical protein
GCDEOBMB_00326	CDS	471	eco			ecotin
GCDEOBMB_00327	CDS	231				hypothetical protein
GCDEOBMB_00328	CDS	198				hypothetical protein
GCDEOBMB_00329	CDS	330	yqjD_1		COG4575	putative protein YqjD
GCDEOBMB_00330	CDS	375				hypothetical protein
GCDEOBMB_00331	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
GCDEOBMB_00332	CDS	318				hypothetical protein
GCDEOBMB_00333	CDS	900				hypothetical protein
GCDEOBMB_00334	CDS	234				hypothetical protein
GCDEOBMB_00335	CDS	231				hypothetical protein
GCDEOBMB_00336	CDS	519				hypothetical protein
GCDEOBMB_00337	CDS	714	endA			DNA-specific endonuclease I
GCDEOBMB_00338	CDS	222				hypothetical protein
GCDEOBMB_00339	CDS	783				methionine aminopeptidase
GCDEOBMB_00340	CDS	234				hypothetical protein
GCDEOBMB_00341	CDS	288				hypothetical protein
GCDEOBMB_00342	CDS	90				hypothetical protein
GCDEOBMB_00343	CDS	177				hypothetical protein
GCDEOBMB_00344	CDS	327				hypothetical protein
GCDEOBMB_00345	CDS	864				hydrolase
GCDEOBMB_00346	CDS	1923	thrS	6.1.1.3		threonine--tRNA ligase
GCDEOBMB_00347	CDS	534	infC			translation initiation factor IF-3
GCDEOBMB_00348	CDS	195	rpmI			50S ribosomal protein L35
GCDEOBMB_00349	CDS	357	rplT			50S ribosomal protein L20
GCDEOBMB_00350	CDS	1017	pheS	6.1.1.20		phenylalanine--tRNA ligase subunit alpha
GCDEOBMB_00351	CDS	2379	pheT	6.1.1.20		phenylalanine--tRNA ligase subunit beta
GCDEOBMB_00352	CDS	303	himA			integration host factor subunit alpha
GCDEOBMB_00353	CDS	357				hypothetical protein
GCDEOBMB_00354	tRNA	77				tRNA-Pro(ggg)
GCDEOBMB_00355	CDS	975				hypothetical protein
GCDEOBMB_00356	CDS	3141	czcA_2			resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA
GCDEOBMB_00357	CDS	1230				hypothetical protein
GCDEOBMB_00358	CDS	1248	czcC_1			outer membrane protein CzcC
GCDEOBMB_00359	CDS	996	htpX_1	3.4.24.-		Protease HtpX
GCDEOBMB_00360	CDS	399				hypothetical protein
GCDEOBMB_00361	CDS	1983				hypothetical protein
GCDEOBMB_00362	CDS	603				hypothetical protein
GCDEOBMB_00363	CDS	534				hypothetical protein
GCDEOBMB_00364	CDS	273				hypothetical protein
GCDEOBMB_00365	CDS	639	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
GCDEOBMB_00366	CDS	858				hypothetical protein
GCDEOBMB_00367	CDS	282				hypothetical protein
GCDEOBMB_00368	CDS	762				hypothetical protein
GCDEOBMB_00369	CDS	351				hypothetical protein
GCDEOBMB_00370	CDS	306				hypothetical protein
GCDEOBMB_00371	CDS	315				hypothetical protein
GCDEOBMB_00372	CDS	162				hypothetical protein
GCDEOBMB_00373	CDS	210				hypothetical protein
GCDEOBMB_00374	CDS	2052	noc			Nucleoid occlusion protein
GCDEOBMB_00375	CDS	825				hypothetical protein
GCDEOBMB_00376	CDS	279				hypothetical protein
GCDEOBMB_00377	CDS	351				hypothetical protein
GCDEOBMB_00378	CDS	1311				hypothetical protein
GCDEOBMB_00379	CDS	258				hypothetical protein
GCDEOBMB_00380	CDS	393				hypothetical protein
GCDEOBMB_00381	CDS	1065	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
GCDEOBMB_00382	CDS	1200				hypothetical protein
GCDEOBMB_00383	CDS	1416				amino acid permease
GCDEOBMB_00384	CDS	666	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GCDEOBMB_00385	CDS	204				hypothetical protein
GCDEOBMB_00386	CDS	2994				hypothetical protein
GCDEOBMB_00387	CDS	1164				hypothetical protein
GCDEOBMB_00388	CDS	306				transporter
GCDEOBMB_00389	CDS	639	azoR1			FMN-dependent NADH-azoreductase AzoR
GCDEOBMB_00390	CDS	918				transcriptional regulator
GCDEOBMB_00391	CDS	1521	putP			sodium/proline symporter PutP
GCDEOBMB_00392	CDS	3183	putA	1.2.1.88		bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
GCDEOBMB_00393	CDS	2064			COG1629	putative TonB-dependent receptor
GCDEOBMB_00394	CDS	753	pruR			proline utilization regulator
GCDEOBMB_00395	CDS	2400				ATP-dependent protease
GCDEOBMB_00396	CDS	405	icp			inhibitor of cysteine peptidase
GCDEOBMB_00397	CDS	753				hypothetical protein
GCDEOBMB_00398	CDS	573				hypothetical protein
GCDEOBMB_00399	CDS	759				tRNA (cmo5U34)-methyltransferase
GCDEOBMB_00400	CDS	969				tRNA (mo5U34)-methyltransferase
GCDEOBMB_00401	CDS	747	pdxJ			pyridoxine 5'-phosphate synthase
GCDEOBMB_00402	CDS	702	recO			DNA repair protein RecO
GCDEOBMB_00403	CDS	918	era			GTPase Era
GCDEOBMB_00404	CDS	690	rnc	3.1.26.3		ribonuclease III
GCDEOBMB_00405	CDS	378				hypothetical protein
GCDEOBMB_00406	CDS	855	lepB			signal peptidase I
GCDEOBMB_00407	CDS	1800	lepA			elongation factor 4
GCDEOBMB_00408	CDS	1425	mucD			serine protease MucD
GCDEOBMB_00409	CDS	456	mucC			positive regulator for alginate biosynthesis MucC
GCDEOBMB_00410	CDS	951	mucB			sigma factor AlgU regulator MucB
GCDEOBMB_00411	CDS	585	mucA			sigma factor AlgU negative regulator MucA
GCDEOBMB_00412	CDS	582	algU			RNA polymerase sigma factor AlgU
GCDEOBMB_00413	CDS	1617	nadB	1.4.3.16		L-aspartate oxidase
GCDEOBMB_00414	CDS	453				hypothetical protein
GCDEOBMB_00415	CDS	255	sdhE		COG2938	FAD assembly factor SdhE
GCDEOBMB_00416	CDS	945	ygfZ		COG0354	tRNA-modifying protein YgfZ
GCDEOBMB_00417	CDS	837				hypothetical protein
GCDEOBMB_00418	CDS	1383				two-component sensor
GCDEOBMB_00419	CDS	672				two-component response regulator
GCDEOBMB_00420	CDS	1284	opdH			cis-aconitate porin OpdH
GCDEOBMB_00421	CDS	984				hypothetical protein
GCDEOBMB_00422	CDS	471				hypothetical protein
GCDEOBMB_00423	CDS	1518				hypothetical protein
GCDEOBMB_00424	CDS	1038				hypothetical protein
GCDEOBMB_00425	CDS	696	ung	3.2.2.-		uracil-DNA glycosylase
GCDEOBMB_00426	CDS	822	vanW		COG2720	Vancomycin B-type resistance protein VanW
GCDEOBMB_00427	CDS	882	mmsR_1			transcriptional regulator MmsR
GCDEOBMB_00428	CDS	1509				aldehyde dehydrogenase
GCDEOBMB_00429	CDS	1164				acyl-CoA dehydrogenase
GCDEOBMB_00430	CDS	819		4.2.1.17		enoyl-CoA hydratase
GCDEOBMB_00431	CDS	1104				enoyl-CoA hydratase
GCDEOBMB_00432	CDS	897				NAD-dependent L-serine dehydrogenase
GCDEOBMB_00433	CDS	645				hypothetical protein
GCDEOBMB_00434	CDS	642				hypothetical protein
GCDEOBMB_00435	CDS	1977	sdsA1			SDS hydrolase SdsA1
GCDEOBMB_00436	CDS	915				transcriptional regulator
GCDEOBMB_00437	CDS	189				hypothetical protein
GCDEOBMB_00438	CDS	246				hypothetical protein
GCDEOBMB_00439	CDS	450				hypothetical protein
GCDEOBMB_00440	CDS	168				hypothetical protein
GCDEOBMB_00441	CDS	1077				hypothetical protein
GCDEOBMB_00442	CDS	816				hypothetical protein
